participant_id,theme,sentence_idx,sentence,sentiment_score,sentiment_label,vader_pos,vader_neu,vader_neg
3JOBJ9,Algorithms,12,"So I'm like, I'm not going to put anything on here.",0.4173,positive,0.217,0.783,0.0
41HF24,Algorithms,0,"Typically, sometimes I'll put on computer generated playlists or Spotify has a lot of options.",0.0,neutral,0.0,1.0,0.0
41HF24,Algorithms,1,You can put on your DJ and your DJ will give you random stuff.,0.0,neutral,0.0,1.0,0.0
41HF24,Algorithms,2,"But yeah, I definitely try to like find my own like through computer generic playlists, looking up, like that sort of thing.",0.9442,positive,0.502,0.498,0.0
41HF24,Algorithms,3,But it's like random.,0.5023,positive,0.52,0.48,0.0
41HF24,Algorithms,4,Like I normally don't go out of my way to like find new stuff.,0.6124,positive,0.312,0.688,0.0
41HF24,Algorithms,5,I just kind of happens.,0.0,neutral,0.0,1.0,0.0
41HF24,Algorithms,6,I just like click play and see what happens.,0.5994,positive,0.45,0.55,0.0
41HF24,Algorithms,7,"But I don't know, I just kind of skip until I feel like it's right, I guess, and just kind of.",0.5023,positive,0.169,0.831,0.0
41HF24,Algorithms,8,just stop there and let it go.,-0.296,negative,0.0,0.732,0.268
41HF24,Algorithms,9,Or definitely like put a computer generating album on.,0.6369,positive,0.464,0.536,0.0
41HF24,Algorithms,10,"Like the Spotify DJ, I feel like it's super easy.",0.8957,positive,0.702,0.298,0.0
41HF24,Algorithms,11,"Because if you don't like it, you just switch the theme and then it makes a new one for you.",-0.2755,negative,0.0,0.895,0.105
41HF24,Algorithms,12,"So if you don't like the vibe, you change the vibe.",-0.2755,negative,0.0,0.826,0.174
41HF24,Algorithms,13,"If you don't like the song, you can skip it.",-0.2755,negative,0.0,0.81,0.19
41HF24,Algorithms,14,So it's definitely an easy way for me to listen more.,0.7076,positive,0.395,0.605,0.0
43Z2IC,Algorithms,0,"But yes, typically if I try to discover new music, it's mostly YouTube recommendations.",0.5499,positive,0.228,0.772,0.0
43Z2IC,Algorithms,1,"I use a lot of YouTube music, not Spotify, but it's mostly YouTube recommendations.",0.0,neutral,0.0,1.0,0.0
457X3K,Algorithms,0,Usually I end up getting it from social media or something.,0.0,neutral,0.0,1.0,0.0
457X3K,Algorithms,1,"Sometimes from other people, sometimes from the Spotify thing, but the music they recommend me most of the time isn't what I like.",0.1494,positive,0.125,0.772,0.103
48LHHI,Algorithms,0,"Well, generally I listen on Spotify.",0.2732,positive,0.344,0.656,0.0
48LHHI,Algorithms,1,"Usually I just listen to my like songs, but sometimes I'll listen to new artists.",0.1901,positive,0.119,0.881,0.0
48LHHI,Algorithms,2,That could be artists I discovered from listening with other people.,0.0,neutral,0.0,1.0,0.0
48LHHI,Algorithms,3,"Could be, for my recommend, it could be from collaborators on songs of artists that I already listen to.",0.3612,positive,0.128,0.872,0.0
48LHHI,Algorithms,4,So a few different ways.,0.0,neutral,0.0,1.0,0.0
4JYT69,Algorithms,1,I have used like Spotify recommendations.,0.3612,positive,0.385,0.615,0.0
4JYT69,Algorithms,2,"Because Spotify will like be like, we see you added these songs.",0.6124,positive,0.333,0.667,0.0
4JYT69,Algorithms,3,Here's some more songs you might want to try out.,0.0772,positive,0.126,0.874,0.0
4JYT69,Algorithms,4,"And I also use, there's like this Spotify like radio, like you play like an artist you like, and then they kind of songs that are similar to that.",0.9169,positive,0.404,0.596,0.0
4JYT69,Algorithms,5,"That's how actually I've found some of my favorite like artists in this past like couple years was through like the Spotify algorithm, but I haven't really used like any other algorithms at all.",0.8176,positive,0.273,0.727,0.0
4JYT69,Algorithms,7,"But like I have like, even though I've really enjoyed some of the stuff I've gotten from like the algorithm, like the whole reason why I was listening to the artist that sat me down the Spotify like rabbit hole was because my sister shared like specific artists with me.",0.9808,positive,0.407,0.593,0.0
4K8HN6,Algorithms,0,"I really like all the Spotify, like they're probably AI, just like the, your daily, what's it called?",0.8115,positive,0.374,0.626,0.0
4K8HN6,Algorithms,2,I'm on my day list 24 7.,0.0,neutral,0.0,1.0,0.0
4K8HN6,Algorithms,3,"I do, I check over my Discover weekly.",0.0,neutral,0.0,1.0,0.0
4K8HN6,Algorithms,4,"say I like a song from an artist a lot in the moment, I go to that artist's radio, or I just look up songs like, this song I really like right now.",0.7579,positive,0.238,0.762,0.0
4K8HN6,Algorithms,6,"So I do a lot of, I spend a lot of time trying to find new music.",0.0,neutral,0.0,1.0,0.0
4TPXHQ,Algorithms,0,"I'll sometimes do like the, you know, on Spotify, the like play Station or like make more about this one.",0.836,positive,0.382,0.618,0.0
4TPXHQ,Algorithms,1,I don't find that that's ever particularly accurate.,0.0,neutral,0.0,1.0,0.0
4TPXHQ,Algorithms,2,or if like I'm looking for a song with this vibe and I say play Station just plays other ones by that artist.,0.7096,positive,0.277,0.723,0.0
4TPXHQ,Algorithms,3,But I wanted ones with the vibe.,0.0,neutral,0.0,1.0,0.0
4TPXHQ,Algorithms,4,"So it's like, it's a hit or miss.",0.2911,positive,0.296,0.533,0.171
4TPXHQ,Algorithms,5,But there have definitely been some that hit.,0.5499,positive,0.336,0.664,0.0
5F2WAZ,Algorithms,0,"No, I don't really like to use those because I feel like they always just give you like, it'll be like the same songs.",-0.8593,negative,0.0,0.596,0.404
5F2WAZ,Algorithms,1,"Like I've had the conversation like with my friends And then they're like, does this song always come on like randomly in your algorithm?",0.9022,positive,0.408,0.592,0.0
5F2WAZ,Algorithms,3,"So I think it's just like, it's not really catered to me if they were trying to give me like a curated playlist, you know, even if they say it's like, based off of this, you might like this, they're probably showing that same playlist or like very similar to other people.",0.8885,positive,0.217,0.783,0.0
62U759,Algorithms,0,I listen to my Spotify Discover weekly every week.,0.0,neutral,0.0,1.0,0.0
62U759,Algorithms,1,I like just looking at my suggested that pops up through the computer for that as well.,0.5574,positive,0.247,0.753,0.0
62U759,Algorithms,2,"I think in terms of volume, the Discover Weekly is able to put a lot more songs at me.",0.0,neutral,0.0,1.0,0.0
62U759,Algorithms,3,Because sometimes I like a song on Discover Weekly and I just don't revisit it.,0.3612,positive,0.185,0.815,0.0
62U759,Algorithms,4,"Like I don't come back to whatever, if that makes sense.",0.3612,positive,0.217,0.783,0.0
62U759,Algorithms,5,Like I liked it in the moment and then.,0.6486,positive,0.469,0.531,0.0
62U759,Algorithms,6,"Like I would listen to music, but I would listen to only like the music that I knew.",0.6124,positive,0.278,0.722,0.0
62U759,Algorithms,7,And I would like listen to the same few songs.,0.3612,positive,0.238,0.762,0.0
62U759,Algorithms,8,"And like I started listening to the Discover Weekly, I think it was, and I would be like, whoa, like there's something to this.",0.7579,positive,0.294,0.706,0.0
62U759,Algorithms,9,"And I would like start to pay attention more once that sort of got put on my radar and it kind of just exploded into having like, I want to listen to everything ever kind of deal.",0.5994,positive,0.163,0.801,0.036
6759KU,Algorithms,0,"Yeah, I mainly use Spotify.",0.296,positive,0.423,0.577,0.0
6759KU,Algorithms,1,"And so they have like, a lot of the playlists that either come from random people or are like computer, I think, generated or whatever.",0.6734,positive,0.208,0.792,0.0
6759KU,Algorithms,2,Like they can add songs that are kind of similar.,0.3612,positive,0.217,0.783,0.0
6759KU,Algorithms,3,So I will end up using that a lot.,0.0,neutral,0.0,1.0,0.0
6R5ITB,Algorithms,0,And so I feel like I get a lot of new music that way because it'll like recommend stuff based on what me and the other person like.,0.87,positive,0.34,0.66,0.0
6R5ITB,Algorithms,1,"I sometimes like to do, like Spotify has this like AI DJ.",0.7579,positive,0.484,0.516,0.0
6R5ITB,Algorithms,3,Sometimes it's good and then sometimes it just isn't quite the vibe.,0.4404,positive,0.209,0.791,0.0
6R5ITB,Algorithms,4,"But sometimes it'll like, or like it does like the daily, like the daily mixes or something.",0.9186,positive,0.5,0.5,0.0
6R5ITB,Algorithms,5,I'll play those sometimes and sometimes there's some new songs in there.,0.34,positive,0.179,0.821,0.0
6R5ITB,Algorithms,6,"I also think I get a lot of my music recommendations from social media, like TikTok.",0.3612,positive,0.172,0.828,0.0
6R5ITB,Algorithms,8,"Because I'll hear something on there and I'm like, oh, that's really cool.",0.624,positive,0.316,0.684,0.0
6R5ITB,Algorithms,9,"Or I'll hear like a artist like promoting that they're going on tour and I'll hear like their music and I'm like, oh, that's a really good song.",0.9286,positive,0.44,0.56,0.0
79TSTS,Algorithms,0,Right now it's like through the suggestions that Spotify makes usually.,0.3612,positive,0.2,0.8,0.0
79TSTS,Algorithms,1,So Spotify has a smart shuffle kind of feature where it adds its own songs.,0.4522,positive,0.186,0.814,0.0
79TSTS,Algorithms,2,And I think Spotify does a good job with that thing where the songs that it suggests usually resonates with my playlist of the songs I'm currently listening to.,0.4404,positive,0.1,0.9,0.0
79TSTS,Algorithms,3,"And that's, I come up with new songs and I feel good about it.",0.4404,positive,0.209,0.791,0.0
7D8BPD,Algorithms,0,So I really stick to what I know in my playlist.,0.0,neutral,0.0,1.0,0.0
7D8BPD,Algorithms,1,"And then once those playlists like get run through, my own like music platform will start suggesting music to me and I'll be like, oh, that's cool.",0.8316,positive,0.299,0.701,0.0
7V6SPY,Algorithms,0,"And then like on Instagram or TikTok or something like that, if someone plays a song and I'm like, I really like that song, let me go look at it.",0.875,positive,0.343,0.657,0.0
7V6SPY,Algorithms,1,I use Apple Music and very briefly.,0.0,neutral,0.0,1.0,0.0
7V6SPY,Algorithms,2,I find sometimes it does like the continuing playing similar music.,0.5106,positive,0.35,0.65,0.0
7V6SPY,Algorithms,3,"And a lot of the times it's either very, very bad, in my opinion, or there's songs I've already heard and I listen to a lot.",-0.6214,negative,0.0,0.844,0.156
7V6SPY,Algorithms,4,Every once in a while I stumble on a song that I really like that I haven't heard.,0.4201,positive,0.189,0.811,0.0
7V6SPY,Algorithms,5,And then the curated playlists aren't really my favorite either for that same reason.,-0.3991,negative,0.0,0.829,0.171
7V6SPY,Algorithms,6,"And I think with computer generations, it's hard because they try and fit all the songs into like labels.",0.5574,positive,0.234,0.701,0.065
7V6SPY,Algorithms,7,But in my kind of music's very different across the board.,0.0,neutral,0.0,1.0,0.0
7V6SPY,Algorithms,8,"So if I'm looking on the internet for something, I already know what I'm intending to looking for.",0.0,neutral,0.0,1.0,0.0
7V6SPY,Algorithms,9,"I'm fitting that specific, not need, but that want to listen to that type of music.",0.1154,positive,0.088,0.912,0.0
7V6SPY,Algorithms,10,"Whereas with Apple Music, it's more the computer filling it out for you and it's not as well as like figuring out what you want to listen to, in my opinion.",0.2467,positive,0.113,0.833,0.054
9772KI,Algorithms,0,"Yeah, I like, I use Spotify, so I like sometimes just listening to like what is recommended for me.",0.8591,positive,0.511,0.489,0.0
9SZ2DJ,Algorithms,0,"I think, like in the past, I've like tried to like find like playlists based on what I'm trying to listen to.",0.8402,positive,0.37,0.63,0.0
9SZ2DJ,Algorithms,1,"Like, I think sometimes like I remember this summer, I was thinking songs that are just the vibes of a road trip.",0.6124,positive,0.238,0.762,0.0
9SZ2DJ,Algorithms,2,"And we were driving to Miami and more songs like that, you know, I feel like Miami is kind of a genre, So, things like that, I look up, I look up playlists and just look at random people's playlists and look at stuff, or if it's like heartbreak music, like I'll just look at other people's playlists, see like what other people are listening to.",0.8994,positive,0.221,0.73,0.049
9SZ2DJ,Algorithms,3,"But I feel like recently it's been like, But definitely, I feel like the ones that I stick to the most are the ones my friends tell me about because it's like, they know what you listen to and they, but then they also want to introduce you to their music taste.",0.9688,positive,0.345,0.655,0.0
9SZ2DJ,Algorithms,4,"So it's like cool to listen to your friends' music and then be like, oh, I like this too, Yeah.",0.9349,positive,0.555,0.445,0.0
A6FPJT,Algorithms,0,"There was one moment where I was still in the room with a few people and there was a computer algorithm playing and I didn’t really mind that because it was, yes, a computer recommended it, but I interpreted that as like an algorithm that recommended it among our music, unless I was totally wrong about that, but that’s how I interpreted it in the actual listening experience.",0.3634,positive,0.147,0.786,0.067
A6FPJT,Algorithms,1,"Like, oh, is this like implying that like, this is type of song, like, that’s the vibe of the room.",0.8786,positive,0.41,0.59,0.0
A6FPJT,Algorithms,2,"That’s how I interpreted it, but I don’t know if that’s right.",0.0,neutral,0.0,1.0,0.0
A6FPJT,Algorithms,3,"I have listened to a computer algorithm solo, and I wasn’t like super, like I was listening to if I wasn’t super invested is compared to like being with other people, even with a computer algorithm.",0.936,positive,0.38,0.62,0.0
A6FPJT,Algorithms,4,I think it was mainly because I didn’t know why it was recommended.,0.2023,positive,0.153,0.847,0.0
A6FPJT,Algorithms,5,Like was it recommended from my music that I put down was recommended just by a whole participants.,0.6249,positive,0.319,0.681,0.0
A6FPJT,Algorithms,6,"I was like, whoa, where is this song recommendation coming from?",0.3612,positive,0.217,0.783,0.0
A6FPJT,Algorithms,7,"So I, not knowing that, like, kind of played a role in that.",0.0747,positive,0.165,0.689,0.145
A6FPJT,Algorithms,8,"I think if I knew what the algorithm was working with, I think I might have been more, like, invested like, oh, this is where they’re recommending it because of, you know, this other participant’s taste of music, I would have been more invested in that.",0.6794,positive,0.125,0.875,0.0
A6FPJT,Algorithms,9,"But since it was just super broad, I was like, okay, what, where’s this song?",0.899,positive,0.499,0.501,0.0
A6FPJT,Algorithms,10,"But I didn’t mind, I don’t mind listening to new music though.",0.0,neutral,0.0,1.0,0.0
A6FPJT,Algorithms,11,"So it was still like cool to listen and be like, oh, okay, this is okay, you know.",0.8442,positive,0.461,0.539,0.0
A6FPJT,Algorithms,12,"But like on Spotify, there’s these like recommended playlists or discover playlists and I never look at those.",0.8271,positive,0.383,0.617,0.0
A6FPJT,Algorithms,13,I normally do my own searching.,0.0,neutral,0.0,1.0,0.0
A6FPJT,Algorithms,14,"So like if there’s an artist I like or recommended by, you know, the heavy metal, there was actually a song I like there.",0.8473,positive,0.375,0.625,0.0
A6FPJT,Algorithms,16,"I will scroll down and look at like, I don’t know if that counts as algorithm.",0.3612,positive,0.161,0.839,0.0
A6FPJT,Algorithms,17,Those show like new artists other listeners listen to these artists.,0.3612,positive,0.2,0.8,0.0
A6FPJT,Algorithms,18,"I’m like, okay, cool.",0.6908,positive,0.87,0.13,0.0
A6FPJT,Algorithms,19,Let me look at their songs.,0.0,neutral,0.0,1.0,0.0
A6FPJT,Algorithms,20,"And then, yeah, I don’t do that often, but I do like to do it from time to time because, yeah, I like music.",0.872,positive,0.391,0.609,0.0
AL3IQC,Algorithms,0,"Social media, someone just, you know, watching Reels, new song, okay.",0.2263,positive,0.16,0.84,0.0
AL3IQC,Algorithms,2,"Sometimes I’ll go to Spotify, Discover.",0.0,neutral,0.0,1.0,0.0
AL3IQC,Algorithms,3,"That’s like, if I’m like, most of the time I’m listening to music, that’s usually through my own Spotify.",0.6124,positive,0.227,0.773,0.0
AL3IQC,Algorithms,4,"And sometimes I’ll go to Discover, but like honestly, I have a big backlog of songs, so it’s like good enough diversity for me.",0.9408,positive,0.45,0.55,0.0
AL3IQC,Algorithms,5,"I mean, when they recommend stuff, usually it’s honestly stuff I’ve heard before, but the specific thing is like the discover playlist.",0.7184,positive,0.28,0.72,0.0
AL3IQC,Algorithms,6,That’s like specifically new songs.,0.3612,positive,0.385,0.615,0.0
AL3IQC,Algorithms,7,Sometimes I’ll do that.,0.0,neutral,0.0,1.0,0.0
AL3IQC,Algorithms,8,"And honestly, it’s not bad.",0.705,positive,0.661,0.339,0.0
AL3IQC,Algorithms,9,"And if I’m going to be honest, I think it’s probably better than that algorithm.",0.7351,positive,0.341,0.659,0.0
AN5CFS,Algorithms,0,"Yes, that’s a great question.",0.7783,positive,0.773,0.227,0.0
AN5CFS,Algorithms,1,Sometimes I wonder how I find music.,0.0,neutral,0.0,1.0,0.0
AN5CFS,Algorithms,2,"Usually it’s by accident, like if I hear it in like a TV show or like a commercial, or if like that, like Spotify DJ or like sometimes I’ll… since I love repeating songs, I’ll have it in like the search.",0.9485,positive,0.411,0.53,0.059
AN5CFS,Algorithms,3,"And then when I go back to the search, it’s there.",0.0,neutral,0.0,1.0,0.0
AN5CFS,Algorithms,4,So I click on that and then it plays like radio based off of.,0.5423,positive,0.29,0.71,0.0
AN5CFS,Algorithms,5,And that’s sometimes it’s like an accident if I’m like not able to pay attention enough to the music and I don’t skip it in time.,0.2951,positive,0.207,0.691,0.102
AN5CFS,Algorithms,6,"And I’m like, okay, wait, maybe that is good.",0.743,positive,0.549,0.451,0.0
AN5CFS,Algorithms,7,But most of the time I just don’t have the patience to like sit through it.,0.5023,positive,0.188,0.812,0.0
AN5CFS,Algorithms,9,And I honestly don’t listen to recommendations too much.,0.4588,positive,0.3,0.7,0.0
AN5CFS,Algorithms,10,"Or the other example I can think of is when someone else plays music and I’m like, okay, well, I have to sit through it.",0.7579,positive,0.309,0.691,0.0
AN5CFS,Algorithms,11,"But then I’m like, okay, it’s good.",0.8573,positive,0.703,0.297,0.0
ATPU90,Algorithms,0,So usually I just go on Instagram and then there are these trending sounds.,0.0,neutral,0.0,1.0,0.0
ATPU90,Algorithms,1,"So if I like, I Shazam it.",0.4173,positive,0.41,0.59,0.0
ATPU90,Algorithms,2,And that’s how I usually get to know new music.,0.0,neutral,0.0,1.0,0.0
ATPU90,Algorithms,3,"And also on Spotify, I follow all my favorite artists.",0.4588,positive,0.273,0.727,0.0
ATPU90,Algorithms,4,"And when they’re putting out something new, I listen to them.",0.0,neutral,0.0,1.0,0.0
ATPU90,Algorithms,5,"And majority of the times, I would like the songs they’re putting it out.",0.3612,positive,0.172,0.828,0.0
ATPU90,Algorithms,6,"Otherwise, I listen to songs from my friends as well.",0.6369,positive,0.426,0.574,0.0
ATPU90,Algorithms,8,They have Spotify playlists and everything.,0.0,neutral,0.0,1.0,0.0
ATPU90,Algorithms,9,"So yeah, if I feel like we have this similar taste, I would give it a try.",0.6115,positive,0.294,0.706,0.0
ATPU90,Algorithms,10,So usually what happens is there is this thing called Shazam on Spotify.,0.0,neutral,0.0,1.0,0.0
ATPU90,Algorithms,11,So it’s like you can basically sync your playlist.,0.4173,positive,0.258,0.742,0.0
ATPU90,Algorithms,12,"So as the song goes by, so it’s like a couple of songs are from my playlist and the others are from my friend’s playlist.",0.4173,positive,0.108,0.892,0.0
ATPU90,Algorithms,13,"So like it’s like we listen to new music and if we are like, oh yeah, that’s a nice song.",0.9077,positive,0.489,0.511,0.0
ATPU90,Algorithms,14,"And that’s, and then I add it to my playlist.",0.0,neutral,0.0,1.0,0.0
ATPU90,Algorithms,15,"playlist, that kind of thing.",0.0,neutral,0.0,1.0,0.0
ATPU90,Algorithms,16,"Otherwise, there are music recommendations on Instagram and TikTok as well, where people like, if you like this particular kind of genre, you might like this as well.",0.8658,positive,0.337,0.663,0.0
ATPU90,Algorithms,17,"And if you like this kind of artist, you should check out this new artist kind of thing.",0.3612,positive,0.128,0.872,0.0
ATPU90,Algorithms,18,So that’s how I venture out new music most of the time.,0.0,neutral,0.0,1.0,0.0
AVG1PK,Algorithms,0,I felt a little tired as I went through it.,-0.3832,negative,0.0,0.697,0.303
AVG1PK,Algorithms,1,I think especially when I was in a room by myself because I didn’t feel like I had to pay attention as much.,0.2732,positive,0.126,0.804,0.07
AVG1PK,Algorithms,2,And especially listening to a song that was computer [suggested] or someone else’s.,0.0,neutral,0.0,1.0,0.0
AVG1PK,Algorithms,3,I felt like I just had a little less energy then and when I was in a room by myself.,0.464,positive,0.237,0.763,0.0
AVG1PK,Algorithms,5,What’s funny to me is that they felt the same.,0.4404,positive,0.244,0.756,0.0
AVG1PK,Algorithms,6,"For some reason, to me they fell in the genre of, I don’t know, country or [alternative] love or breakup-y songs.",0.6369,positive,0.181,0.819,0.0
AVG1PK,Algorithms,7,"music_sharing I’d say I don’t really do that, or I do it a lot less now.",0.0,neutral,0.0,1.0,0.0
AVG1PK,Algorithms,8,"When I used to commute to school, I’d have music playing and so I’d share music with people that way.",0.507,positive,0.201,0.799,0.0
AVG1PK,Algorithms,9,"Sometimes I’ll send my friends a song, or they’ll send me a song, or we’ll have music playing in the background while we do whatever.",0.5994,positive,0.189,0.811,0.0
AVG1PK,Algorithms,11,For sure with my friends here.,0.6597,positive,0.574,0.426,0.0
