participant_id,theme,sentence_idx,sentence,sentiment_score,sentiment_label,vader_pos,vader_neu,vader_neg
62U759,Algorithms,5,Like I liked it in the moment and then.,0.6486,positive,0.469,0.531,0.0
62U759,Algorithms,6,"Like I would listen to music, but I would listen to only like the music that I knew.",0.6124,positive,0.278,0.722,0.0
62U759,Algorithms,7,And I would like listen to the same few songs.,0.3612,positive,0.238,0.762,0.0
62U759,Algorithms,8,"And like I started listening to the Discover Weekly, I think it was, and I would be like, whoa, like there's something to this.",0.7579,positive,0.294,0.706,0.0
62U759,Algorithms,9,"And I would like start to pay attention more once that sort of got put on my radar and it kind of just exploded into having like, I want to listen to everything ever kind of deal.",0.5994,positive,0.163,0.801,0.036
6759KU,Algorithms,0,"Yeah, I mainly use Spotify.",0.296,positive,0.423,0.577,0.0
6759KU,Algorithms,1,"And so they have like, a lot of the playlists that either come from random people or are like computer, I think, generated or whatever.",0.6734,positive,0.208,0.792,0.0
6759KU,Algorithms,2,Like they can add songs that are kind of similar.,0.3612,positive,0.217,0.783,0.0
6759KU,Algorithms,3,So I will end up using that a lot.,0.0,neutral,0.0,1.0,0.0
6R5ITB,Algorithms,0,And so I feel like I get a lot of new music that way because it'll like recommend stuff based on what me and the other person like.,0.87,positive,0.34,0.66,0.0
6R5ITB,Algorithms,1,"I sometimes like to do, like Spotify has this like AI DJ.",0.7579,positive,0.484,0.516,0.0
6R5ITB,Algorithms,3,Sometimes it's good and then sometimes it just isn't quite the vibe.,0.4404,positive,0.209,0.791,0.0
6R5ITB,Algorithms,4,"But sometimes it'll like, or like it does like the daily, like the daily mixes or something.",0.9186,positive,0.5,0.5,0.0
6R5ITB,Algorithms,5,I'll play those sometimes and sometimes there's some new songs in there.,0.34,positive,0.179,0.821,0.0
6R5ITB,Algorithms,6,"I also think I get a lot of my music recommendations from social media, like TikTok.",0.3612,positive,0.172,0.828,0.0
6R5ITB,Algorithms,8,"Because I'll hear something on there and I'm like, oh, that's really cool.",0.624,positive,0.316,0.684,0.0
6R5ITB,Algorithms,9,"Or I'll hear like a artist like promoting that they're going on tour and I'll hear like their music and I'm like, oh, that's a really good song.",0.9286,positive,0.44,0.56,0.0
79TSTS,Algorithms,0,Right now it's like through the suggestions that Spotify makes usually.,0.3612,positive,0.2,0.8,0.0
79TSTS,Algorithms,1,So Spotify has a smart shuffle kind of feature where it adds its own songs.,0.4522,positive,0.186,0.814,0.0
79TSTS,Algorithms,2,And I think Spotify does a good job with that thing where the songs that it suggests usually resonates with my playlist of the songs I'm currently listening to.,0.4404,positive,0.1,0.9,0.0
79TSTS,Algorithms,3,"And that's, I come up with new songs and I feel good about it.",0.4404,positive,0.209,0.791,0.0
7D8BPD,Algorithms,0,So I really stick to what I know in my playlist.,0.0,neutral,0.0,1.0,0.0
7D8BPD,Algorithms,1,"And then once those playlists like get run through, my own like music platform will start suggesting music to me and I'll be like, oh, that's cool.",0.8316,positive,0.299,0.701,0.0
7V6SPY,Algorithms,0,"And then like on Instagram or TikTok or something like that, if someone plays a song and I'm like, I really like that song, let me go look at it.",0.875,positive,0.343,0.657,0.0
7V6SPY,Algorithms,1,I use Apple Music and very briefly.,0.0,neutral,0.0,1.0,0.0
7V6SPY,Algorithms,2,I find sometimes it does like the continuing playing similar music.,0.5106,positive,0.35,0.65,0.0
7V6SPY,Algorithms,3,"And a lot of the times it's either very, very bad, in my opinion, or there's songs I've already heard and I listen to a lot.",-0.6214,negative,0.0,0.844,0.156
7V6SPY,Algorithms,4,Every once in a while I stumble on a song that I really like that I haven't heard.,0.4201,positive,0.189,0.811,0.0
7V6SPY,Algorithms,5,And then the curated playlists aren't really my favorite either for that same reason.,-0.3991,negative,0.0,0.829,0.171
7V6SPY,Algorithms,6,"And I think with computer generations, it's hard because they try and fit all the songs into like labels.",0.5574,positive,0.234,0.701,0.065
7V6SPY,Algorithms,7,But in my kind of music's very different across the board.,0.0,neutral,0.0,1.0,0.0
7V6SPY,Algorithms,8,"So if I'm looking on the internet for something, I already know what I'm intending to looking for.",0.0,neutral,0.0,1.0,0.0
7V6SPY,Algorithms,9,"I'm fitting that specific, not need, but that want to listen to that type of music.",0.1154,positive,0.088,0.912,0.0
7V6SPY,Algorithms,10,"Whereas with Apple Music, it's more the computer filling it out for you and it's not as well as like figuring out what you want to listen to, in my opinion.",0.2467,positive,0.113,0.833,0.054
9772KI,Algorithms,0,"Yeah, I like, I use Spotify, so I like sometimes just listening to like what is recommended for me.",0.8591,positive,0.511,0.489,0.0
9SZ2DJ,Algorithms,0,"I think, like in the past, I've like tried to like find like playlists based on what I'm trying to listen to.",0.8402,positive,0.37,0.63,0.0
9SZ2DJ,Algorithms,1,"Like, I think sometimes like I remember this summer, I was thinking songs that are just the vibes of a road trip.",0.6124,positive,0.238,0.762,0.0
9SZ2DJ,Algorithms,2,"And we were driving to Miami and more songs like that, you know, I feel like Miami is kind of a genre, So, things like that, I look up, I look up playlists and just look at random people's playlists and look at stuff, or if it's like heartbreak music, like I'll just look at other people's playlists, see like what other people are listening to.",0.8994,positive,0.221,0.73,0.049
9SZ2DJ,Algorithms,3,"But I feel like recently it's been like, But definitely, I feel like the ones that I stick to the most are the ones my friends tell me about because it's like, they know what you listen to and they, but then they also want to introduce you to their music taste.",0.9688,positive,0.345,0.655,0.0
9SZ2DJ,Algorithms,4,"So it's like cool to listen to your friends' music and then be like, oh, I like this too, Yeah.",0.9349,positive,0.555,0.445,0.0
B4A6KD,Algorithms,1,Or like the computer [suggested] songs.,0.3612,positive,0.333,0.667,0.0
B4A6KD,Algorithms,2,"I just like... there was one I was like, “I hate this.”",-0.296,negative,0.176,0.563,0.261
B4A6KD,Algorithms,3,I do algorithm stuff.,0.0,neutral,0.0,1.0,0.0
B4A6KD,Algorithms,4,I follow artists that I already know.,0.0,neutral,0.0,1.0,0.0
B4A6KD,Algorithms,5,"And then like Spotify has like a, “you may know this artist.”",0.6124,positive,0.333,0.667,0.0
B4A6KD,Algorithms,6,And then typically I like when my friends send me songs and I'll like go through that artist and then find things related.,0.7964,positive,0.299,0.701,0.0
B4A6KD,Algorithms,7,"So like, through friends and then algorithms step 2 type of thing.",0.7316,positive,0.406,0.594,0.0
B4A6KD,Algorithms,8,A lot of my favorite songs have been things that people have shown me as well.,0.6249,positive,0.282,0.718,0.0
B4A6KD,Algorithms,9,"Were the computer [suggested] songs, were those real?",0.0,neutral,0.0,1.0,0.0
B4A6KD,Algorithms,10,That's my only question.,0.0,neutral,0.0,1.0,0.0
B4A6KD,Algorithms,11,Like they're not like AI generated?,0.1002,positive,0.29,0.465,0.245
IAFS52,Algorithms,0,"I don't know, just algorithms, a much game.",0.0,neutral,0.0,1.0,0.0
IAFS52,Algorithms,1,"I listened to like, it's also just like, for context, I think it was like 2017.",0.7579,positive,0.405,0.595,0.0
IAFS52,Algorithms,2,"So it was like still somewhat relevant in like mainstream, if that makes sense.",0.6734,positive,0.315,0.685,0.0
IAFS52,Algorithms,3,"Cause it's like, it's around the time when like MCR and like, especially Fallout Boy, like Fallout Boy was like in main media.",0.8885,positive,0.41,0.59,0.0
IAFS52,Algorithms,4,"And I was like, okay, I like Fall Out Boy.",0.7096,positive,0.58,0.42,0.0
IAFS52,Algorithms,5,And then algorithms kept on just recommending me stuff like that.,0.3612,positive,0.2,0.8,0.0
IAFS52,Algorithms,6,"And I was like, this is kind of interesting.",0.6003,positive,0.45,0.55,0.0
IAFS52,Algorithms,7,And I kind of like this.,0.2975,positive,0.356,0.644,0.0
IF5UTV,Algorithms,2,"It's harder for me to go into someone's playlist and pick out things that I like because it's very, it's only when I really care about a person will I like sit down and listen to their playlist and not do anything else and like listen to the music and be like, oh my God, that song hit me so hard about that song.",0.914,positive,0.221,0.752,0.026
IF5UTV,Algorithms,3,"And, but usually what I do is I do like the, when I have a song that I really like and I love the vibe, I just do the like go to radio thing in Spotify.",0.9513,positive,0.389,0.611,0.0
IF5UTV,Algorithms,4,"And I don't like, some of the Spotify mixes like funky mix or like Brazilian mix.",-0.6937,negative,0.0,0.587,0.413
IF5UTV,Algorithms,5,"It's like, I find them really repetitive.",0.0534,positive,0.284,0.455,0.261
IF5UTV,Algorithms,6,"So when I'm trying to look for new music, I usually go to the radio of the song that I'm using too.",0.0,neutral,0.0,1.0,0.0
IIW3F8,Algorithms,0,I feel like it depends.,0.3612,positive,0.455,0.545,0.0
IIW3F8,Algorithms,1,Sometimes I'm A Spotify girl.,0.0,neutral,0.0,1.0,0.0
IIW3F8,Algorithms,2,"So like I'll hit shuffle on my playlist or whatever, but then I'll let it play into the like suggested songs.",0.8265,positive,0.325,0.675,0.0
IIW3F8,Algorithms,3,"And sometimes I will just, like I'll look up one song that I want and then it'll play songs that are similar to that.",0.6369,positive,0.246,0.754,0.0
IIW3F8,Algorithms,4,"So that's usually how I find new music, but it's also like my friends have similar music tastes and sometimes I'll hear a song and I'm like, whoa, what is that?",0.8922,positive,0.291,0.709,0.0
IIW3F8,Algorithms,5,And then I'll like look at it on my own.,0.3612,positive,0.217,0.783,0.0
IIW3F8,Algorithms,6,"But a lot of it is just like, This is a playlist that I like, but I want to get new music, so I'll hit the very last song and then let it give me suggested songs.",0.7876,positive,0.209,0.791,0.0
IOEYMP,Algorithms,0,"If they are recommending me like an artist, then I'll just go to the artist profile and then hit play because it'll play like their most popular songs.",0.8977,positive,0.359,0.641,0.0
IOEYMP,Algorithms,1,"And then from there, if I do continue to like them, then I'll like add their songs on my playlists and I'll like listen to their song radios and artist radios.",0.7579,positive,0.217,0.783,0.0
IQLWA6,Algorithms,1,"if they had come up on my music recommendations, I probably would have stayed to listen.",0.0,neutral,0.0,1.0,0.0
IQLWA6,Algorithms,3,"And so they'll give me something, but it is kind of hard to find new music.",-0.2592,negative,0.0,0.88,0.12
IQLWA6,Algorithms,4,"I think, because I don't use YouTube, I use Spotify A lot.",0.0,neutral,0.0,1.0,0.0
IQLWA6,Algorithms,5,And the only way to really get new music is to search something up and then let it be random.,0.0,neutral,0.0,1.0,0.0
IQLWA6,Algorithms,6,"But even then, sometimes I feel like it doesn't give me what I want, so I just give up and listen to it, I know.",0.5719,positive,0.198,0.802,0.0
J0QRGC,Algorithms,0,"I listen to a lot of music on Spotify, so sometimes I just like search for a genre and like look through some playlists.",0.6734,positive,0.235,0.765,0.0
J0QRGC,Algorithms,1,"But I also use also like social media, sometimes I find these songs that way.",0.5023,positive,0.213,0.787,0.0
J0QRGC,Algorithms,2,"Just by coincidence, I guess.",0.0,neutral,0.0,1.0,0.0
J0QRGC,Algorithms,3,"But I also, sometimes when I'm, I know that I'm trying to get into a specific genre, I go to a website, I don't know if you've heard of it, it's called every noise.com.",0.0,neutral,0.0,1.0,0.0
J0QRGC,Algorithms,4,"And it has, like, I think it uses, whatever like data from Spotify, but it kind of just like, it's kind of just a giant list of every genre that you could possibly think of.",0.6956,positive,0.184,0.816,0.0
J4J4VY,Algorithms,0,"Generally, I use Apple Music.",0.0,neutral,0.0,1.0,0.0
J4J4VY,Algorithms,1,So I sometimes will find new music from like their autoplay suggestions.,0.3612,positive,0.2,0.8,0.0
J4J4VY,Algorithms,2,I don't typically listen to the curated playlists from Apple Music.,0.0,neutral,0.0,1.0,0.0
J4J4VY,Algorithms,3,I'm honestly not sure if they have them.,0.2589,positive,0.274,0.547,0.179
J4J4VY,Algorithms,4,"And if they are, I don't think they're, I don't think their suggestions are generally that good for me.",0.4404,positive,0.153,0.847,0.0
J4J4VY,Algorithms,5,And I feel like I hear the same ones often.,0.3612,positive,0.263,0.737,0.0
J4J4VY,Algorithms,6,And I feel like they're kind of like generic compared to the typical music I listen to.,0.6124,positive,0.278,0.722,0.0
J4J4VY,Algorithms,7,"I will there's a website, I think it's called Spotalike, that you like input a song or two and then it recommends more based on that.",0.5267,positive,0.18,0.82,0.0
J4J4VY,Algorithms,8,And I think that algorithm finds things that I enjoy more than the Apple Music suggestions.,0.4939,positive,0.198,0.802,0.0
JAC6MU,Algorithms,0,"I don't like to engage with like internet music discourse that much, but sometimes I'll like watch a video about somebody talking about music and then they'll mention this song and I'll be like, okay, I'll check it out.",-0.6816,negative,0.054,0.716,0.23
JAC6MU,Algorithms,2,But it's never from an algorithm.,0.0,neutral,0.0,1.0,0.0
JAC6MU,Algorithms,3,Or that's not entirely true because like YouTube algorithm and like other stuff like that.,0.6949,positive,0.38,0.504,0.117
JAC6MU,Algorithms,4,"But like never from like, I use Spotify, never from like Discover Weekly or stuff like that.",0.9186,positive,0.52,0.48,0.0
JAC6MU,Algorithms,5,"Or it's usually like related bands maybe, or like bands on like the same label, like that type of stuff.",0.8402,positive,0.385,0.615,0.0
JAC6MU,Algorithms,6,I feel like I've really been developing my personal taste like exponentially over the past like maybe half decade.,0.7579,positive,0.333,0.667,0.0
JAC6MU,Algorithms,7,"Part of that was getting Spotify Premium, which I hate to say.",-0.5719,negative,0.0,0.73,0.27
JAC6MU,Algorithms,8,"I'm very like, screw Spotify and all these streaming services, but also, God, it's showing me so much good stuff.",0.8164,positive,0.337,0.612,0.051
JAC6MU,Algorithms,9,It's like just the realm of possibilities is so open.,0.3612,positive,0.217,0.783,0.0
L0CULX,Algorithms,0,I love like listening to new music.,0.7717,positive,0.626,0.374,0.0
L0CULX,Algorithms,1,So I usually like Spotify is the streaming platform I use.,0.4173,positive,0.258,0.742,0.0
L0CULX,Algorithms,2,So I usually just like it gives you the like top hits every week.,0.7451,positive,0.423,0.577,0.0
L0CULX,Algorithms,3,"And then it also gives you the, your suggested topics.",0.0,neutral,0.0,1.0,0.0
L0CULX,Algorithms,4,"So weekly, I'll just go and be like, listen through it.",0.3612,positive,0.2,0.8,0.0
MH2DWX,Algorithms,0,"I guess sort of like at random, if that makes sense.",0.2975,positive,0.197,0.803,0.0
MH2DWX,Algorithms,1,Some of my favorite songs are just ones that I found purely by chance.,0.6461,positive,0.324,0.676,0.0
MH2DWX,Algorithms,2,"Like I think one of them I found just like scrolling YouTube and I was like, oh, that music video looks really good.",0.8655,positive,0.401,0.599,0.0
MH2DWX,Algorithms,3,Became one of my favorite songs.,0.4588,positive,0.375,0.625,0.0
MH2DWX,Algorithms,4,Some of them are like suggestions.,0.3612,positive,0.333,0.667,0.0
MH2DWX,Algorithms,5,"Usually my like favorite, favorite ones are stuff I found like on my own that weren't necessarily recommended to me.",0.8558,positive,0.414,0.526,0.06
MH2DWX,Algorithms,6,I guess it feels more personal.,0.0,neutral,0.0,1.0,0.0
MH2DWX,Algorithms,8,I'm not like actively searching out recommended songs usually.,-0.312,negative,0.152,0.505,0.343
MH2DWX,Algorithms,10,I've only done that like once or twice.,0.3612,positive,0.263,0.737,0.0
MH2DWX,Algorithms,11,"I'm just like, I feel like new music, but I want something like familiar or something.",0.7351,positive,0.451,0.549,0.0
MH2DWX,Algorithms,12,But usually it just sort of pops up by chance.,0.3612,positive,0.217,0.783,0.0
MH2DWX,Algorithms,13,"Like I'm not looking for new songs, I guess.",0.3612,positive,0.263,0.737,0.0
NX3IYL,Algorithms,0,"Yeah, I use, that's how I've found like a couple of my favorite bands were just through some Spotify algorithms.",0.7717,positive,0.339,0.661,0.0
NX3IYL,Algorithms,1,"But mainly the Spotify algorithm, because I do like a pretty specific type of music.",0.8201,positive,0.407,0.593,0.0
OA8J4N,Algorithms,0,But sometimes I do like the generated ones.,0.5023,positive,0.351,0.649,0.0
OA8J4N,Algorithms,1,Like sometimes my Apple Music will be playing songs I hear all the time.,0.5106,positive,0.281,0.719,0.0
OA8J4N,Algorithms,2,So I'll do like a random playlist that's like in a genre that I like.,0.8069,positive,0.48,0.52,0.0
OA8J4N,Algorithms,3,So there's already auto-generated songs like curated and a mix together.,0.3612,positive,0.217,0.783,0.0
OSF8B7,Algorithms,0,"TikTok, I found a lot of small artists that I really like because they'll pop up and then I follow them.",0.4201,positive,0.149,0.851,0.0
OSF8B7,Algorithms,1,They do like the Discover mix.,0.3612,positive,0.333,0.667,0.0
OSF8B7,Algorithms,2,They'll renew it every week.,0.0,neutral,0.0,1.0,0.0
OSF8B7,Algorithms,3,I used to listen to it a lot more.,0.0,neutral,0.0,1.0,0.0
OSF8B7,Algorithms,4,I've never really found anything I loved off of it.,0.6326,positive,0.342,0.658,0.0
OSF8B7,Algorithms,5,Like the only thing I've ever found was it would take bands I already listened to.,0.3612,positive,0.152,0.848,0.0
OSF8B7,Algorithms,6,"And sometimes if they had newer music I hadn't listened to yet, it would be on there and I'd like that.",0.3612,positive,0.116,0.884,0.0
OSF8B7,Algorithms,7,But most of the straight out recommendations I did not enjoy.,-0.177,negative,0.194,0.564,0.243
OSF8B7,Algorithms,9,Or it was just really indifferent too.,-0.2716,negative,0.0,0.741,0.259
OSF8B7,Algorithms,10,Especially modern rap.,0.0,neutral,0.0,1.0,0.0
OSF8B7,Algorithms,12,And it kept trying to recommend that to me.,0.3612,positive,0.238,0.762,0.0
OSF8B7,Algorithms,13,So I kept thumbs downing it.,0.0,neutral,0.0,1.0,0.0
OSF8B7,Algorithms,14,And finally it stopped giving me rap songs.,0.128,positive,0.233,0.583,0.184
OSF8B7,Algorithms,15,"But then the other ones, a lot of the time it But then the other ones, a lot of the time it would just be like bland.",0.5023,positive,0.119,0.881,0.0
OSF8B7,Algorithms,16,"Weird term for music, but just be like, I would listen to it if it was on, but I wouldn't go out of the way to put it on.",0.4404,positive,0.11,0.845,0.046
OSF8B7,Algorithms,18,Like background music-ish.,0.3612,positive,0.556,0.444,0.0
PF65TG,Algorithms,1,I have my own CDs I put in my car.,0.0,neutral,0.0,1.0,0.0
PF65TG,Algorithms,2,"And then, well, I don't have Spotify Premium, but I'll listen to like the daily mix they'll make or like some of those other kind of like other playlists that they make, which I like.",0.9267,positive,0.342,0.658,0.0
PF65TG,Algorithms,3,I think most of the time they play like music that I've heard of before.,0.5994,positive,0.29,0.71,0.0
PF65TG,Algorithms,4,So sometimes I get a little frustrated that it's like no new song.,-0.4228,negative,0.158,0.506,0.336
PUN5JW,Algorithms,0,Spotify does like the the like day lists or makes playlists for you.,0.6124,positive,0.312,0.688,0.0
PUN5JW,Algorithms,1,So probably that too.,0.0,neutral,0.0,1.0,0.0
PYIPEW,Algorithms,0,"Yeah, a lot of times I'll like put on a song or two that I like and then just have Spotify like shuffle or I'll do I've been trying out the DJ lately.",0.8271,positive,0.272,0.728,0.0
PYIPEW,Algorithms,1,I don't know how I feel about it.,0.0,neutral,0.0,1.0,0.0
PYIPEW,Algorithms,2,Sometimes it's good.,0.4404,positive,0.592,0.408,0.0
PYIPEW,Algorithms,3,"Sometimes I'm like, But I definitely do like just hearing things that are like similar to what I'm listening to, but, you know, new to me still.",0.8957,positive,0.349,0.651,0.0
Q71QCH,Algorithms,0,"I usually rely on algorithms I do,",0.0,neutral,0.0,1.0,0.0
QNJQ2F,Algorithms,0,"I think the ones suggested by the computer were more accurate to what I would listen to than I thought it would be, if that was what the goal was.",0.0,neutral,0.0,1.0,0.0
QNJQ2F,Algorithms,1,"I didn't know any of them, but they were, I liked them.",0.5719,positive,0.291,0.709,0.0
R5EXRJ,Algorithms,0,I guess I just noticed that like the computer algorithm was kind of weird.,0.1298,positive,0.172,0.69,0.138
R5EXRJ,Algorithms,1,"I liked the first one, cbut it definitely had a weird start to it and then I really did not like the second one.",0.3456,positive,0.207,0.64,0.153
R5EXRJ,Algorithms,3,It was interesting to see how it varied to my tastes.,0.4019,positive,0.213,0.787,0.0
R5EXRJ,Algorithms,4,"Was just really... for me, it was like the genre, like I don't like country music.",0.7579,positive,0.385,0.615,0.0
R5EXRJ,Algorithms,5,"And so I heard a country song and I automatically was like, no, absolutely not.",0.0772,positive,0.17,0.68,0.15
R5EXRJ,Algorithms,6,"And the first one, I guess like when I first started listening to it, I was like, this is really weird.",0.4601,positive,0.227,0.682,0.091
R5EXRJ,Algorithms,8,It was like really techy.,0.3612,positive,0.385,0.615,0.0
R5EXRJ,Algorithms,10,And then it got more into the song and I started to really like it.,0.4201,positive,0.177,0.823,0.0
